docid	document_content
5	"""视图源管理-抓拍分析：支持切换查看抓拍机和摄像机质效分析数据，同时支持按时间统计抓拍机或摄像机的抓拍总量、人脸/人体/机动车/非机动车/骑手的抓拍数量，接入类型分布、抓拍详情、分组抓拍数量、抓拍量骤降情况等信息。"""
6	"""视图源管理-设备统计：支持统计设备总数、设备状态-在线/离线设备数、设备接入类型分布及占比、设备场景分布情况"""
3	"""视图源管理-设备管理：支持通过名称、编号搜索视图源，可按类型、状态、接入情况、布控情况过滤;支持删除、恢复、修改配置视图源;支持创建与取消各类解析任务;支持设置ROI区域;支持判断在线状态及预览画面;支持批量移动、接入、删除、打标签等操作;支持导入导出批量管理视图源;支持地图展示点位分布;支持视图源分组的增删改操作;支持给视频源打标签并管理标签。"""
3	"""视图源管理-设备管理：支持通过名称、编号搜索视图源，可按类型、状态、接入情况、布控情况过滤;支持删除、恢复、修改配置视图源;支持创建与取消各类解析任务;支持设置ROI区域;支持判断在线状态及预览画面;支持批量移动、接入、删除、打标签等操作;支持导入导出批量管理视图源;支持地图展示点位分布;支持视图源分组的增删改操作;支持给视频源打标签并管理标签。"""
4	"""视图源管理-电子地图：支持输入摄像头名称搜索设备；支持按热力图/地位图展示摄像头地理位置分布情况；支持地图放大、缩小、框选放大操作；支持框选视频源，并选择目标视频源进行预览；支持按设备状态、接入状态、标签对视频源进行过滤筛选。"""
5	"""视图源管理-抓拍分析：支持切换查看抓拍机和摄像机质效分析数据，同时支持按时间统计抓拍机或摄像机的抓拍总量、人脸/人体/机动车/非机动车/骑手的抓拍数量，接入类型分布、抓拍详情、分组抓拍数量、抓拍量骤降情况等信息。"""
6	"""视图源管理-设备统计：支持统计设备总数、设备状态-在线/离线设备数、设备接入类型分布及占比、设备场景分布情况"""
3	"""视图源管理-设备管理：支持通过名称、编号搜索视图源，可按类型、状态、接入情况、布控情况过滤;支持删除、恢复、修改配置视图源;支持创建与取消各类解析任务;支持设置ROI区域;支持判断在线状态及预览画面;支持批量移动、接入、删除、打标签等操作;支持导入导出批量管理视图源;支持地图展示点位分布;支持视图源分组的增删改操作;支持给视频源打标签并管理标签。"""
3	"""视图源管理-设备管理：支持通过名称、编号搜索视图源，可按类型、状态、接入情况、布控情况过滤;支持删除、恢复、修改配置视图源;支持创建与取消各类解析任务;支持设置ROI区域;支持判断在线状态及预览画面;支持批量移动、接入、删除、打标签等操作;支持导入导出批量管理视图源;支持地图展示点位分布;支持视图源分组的增删改操作;支持给视频源打标签并管理标签。"""
4	"""视图源管理-电子地图：支持输入摄像头名称搜索设备；支持按热力图/地位图展示摄像头地理位置分布情况；支持地图放大、缩小、框选放大操作；支持框选视频源，并选择目标视频源进行预览；支持按设备状态、接入状态、标签对视频源进行过滤筛选。"""
5	"""视图源管理-抓拍分析：支持切换查看抓拍机和摄像机质效分析数据，同时支持按时间统计抓拍机或摄像机的抓拍总量、人脸/人体/机动车/非机动车/骑手的抓拍数量，接入类型分布、抓拍详情、分组抓拍数量、抓拍量骤降情况等信息。"""
6	"""视图源管理-设备统计：支持统计设备总数、设备状态-在线/离线设备数、设备接入类型分布及占比、设备场景分布情况"""
3	"""视图源管理-设备管理：支持通过名称、编号搜索视图源，可按类型、状态、接入情况、布控情况过滤;支持删除、恢复、修改配置视图源;支持创建与取消各类解析任务;支持设置ROI区域;支持判断在线状态及预览画面;支持批量移动、接入、删除、打标签等操作;支持导入导出批量管理视图源;支持地图展示点位分布;支持视图源分组的增删改操作;支持给视频源打标签并管理标签。"""
3	"""视图源管理-设备管理：支持通过名称、编号搜索视图源，可按类型、状态、接入情况、布控情况过滤;支持删除、恢复、修改配置视图源;支持创建与取消各类解析任务;支持设置ROI区域;支持判断在线状态及预览画面;支持批量移动、接入、删除、打标签等操作;支持导入导出批量管理视图源;支持地图展示点位分布;支持视图源分组的增删改操作;支持给视频源打标签并管理标签。"""
4	"""视图源管理-电子地图：支持输入摄像头名称搜索设备；支持按热力图/地位图展示摄像头地理位置分布情况；支持地图放大、缩小、框选放大操作；支持框选视频源，并选择目标视频源进行预览；支持按设备状态、接入状态、标签对视频源进行过滤筛选。"""
5	"""视图源管理-抓拍分析：支持切换查看抓拍机和摄像机质效分析数据，同时支持按时间统计抓拍机或摄像机的抓拍总量、人脸/人体/机动车/非机动车/骑手的抓拍数量，接入类型分布、抓拍详情、分组抓拍数量、抓拍量骤降情况等信息。"""
6	"""视图源管理-设备统计：支持统计设备总数、设备状态-在线/离线设备数、设备接入类型分布及占比、设备场景分布情况"""
3	"""视图源管理-设备管理：支持通过名称、编号搜索视图源，可按类型、状态、接入情况、布控情况过滤;支持删除、恢复、修改配置视图源;支持创建与取消各类解析任务;支持设置ROI区域;支持判断在线状态及预览画面;支持批量移动、接入、删除、打标签等操作;支持导入导出批量管理视图源;支持地图展示点位分布;支持视图源分组的增删改操作;支持给视频源打标签并管理标签。"""
3	"""视图源管理-设备管理：支持通过名称、编号搜索视图源，可按类型、状态、接入情况、布控情况过滤;支持删除、恢复、修改配置视图源;支持创建与取消各类解析任务;支持设置ROI区域;支持判断在线状态及预览画面;支持批量移动、接入、删除、打标签等操作;支持导入导出批量管理视图源;支持地图展示点位分布;支持视图源分组的增删改操作;支持给视频源打标签并管理标签。"""
4	"""视图源管理-电子地图：支持输入摄像头名称搜索设备；支持按热力图/地位图展示摄像头地理位置分布情况；支持地图放大、缩小、框选放大操作；支持框选视频源，并选择目标视频源进行预览；支持按设备状态、接入状态、标签对视频源进行过滤筛选。"""
